round,inner_step,G_norm,d_norm,alpha
1,1,18.60404552,18.60404552,0.3581188346
1,2,5.16419321,5.357793193,0.8459637119
1,3,3.592504129,4.420535034,0.411952979
1,4,2.212839102,2.770108795,0.6347074885
1,5,1.557118788,2.070766273,1.102827744
1,6,1.778468933,3.24389215,0.5034441826
1,7,1.29144062,2.160436939,0.4457502954
1,8,0.9831745517,1.611944036,0.5368747985
1,9,1.488319862,1.488319862,0.4758350499
1,10,1.219759412,1.58180835,0.8255097884
1,11,1.275898969,2.170032681,0.819359069
1,12,1.119607949,2.030374934,0.7681119686
1,13,1.172706894,2.528047268,0.4427700645
1,14,1.004247982,2.109656264,0.4389174123
1,15,0.9085451376,1.936400366,0.3633107022
1,16,0.6436386223,1.13788022,0.3782588623
1,17,0.5298884135,0.9001299952,0.4277538612
1,18,0.4408865903,0.7324947988,0.3911996278
1,19,9.84851914,9.84851914,0.3172752726
1,20,6.201734414,7.337847287,0.3958238115
1,21,2.085479153,2.255487593,0.4642397197
1,22,1.358696463,1.666160707,0.5370270908
1,23,1.147646377,1.644103321,0.512527161
1,24,0.6458773617,0.8259398424,0.5684655613
1,25,0.5878545783,0.8930270868,0.5647302779
1,26,0.4857814663,0.7640342818,0.4490056684
1,27,0.3594462229,0.5342623635,0.5278271063
1,28,0.1203510642,0.1233080232,0.7066884527
1,29,16.81805218,16.81805218,0.1281228168
1,30,6.010443884,6.380970476,0.4614046997
1,31,6.260088951,9.341235034,0.3540252646
1,32,6.037620378,10.58693355,0.1770004411
1,33,5.715070293,11.07730562,0.1409197763
1,34,5.773640805,12.69385066,0.124339436
1,35,5.507880427,12.79410981,0.1375310409
1,36,5.387223359,13.36692284,0.1421664904
1,37,4.553941394,10.5764487,0.1184610295
1,38,3.716742054,7.962107419,0.1396777592
1,39,3.221619354,6.792054849,0.1079534333
1,40,2.248495046,4.000000755,0.1280892014
1,41,2.094949698,4.062445895,0.1441486072
1,42,2.080670921,4.530246233,0.1505273733
1,43,2.116393144,5.16212964,0.1404984921
1,44,1.728259631,3.87025426,0.1151505048
1,45,1.292264183,2.533755234,0.1465991269
1,46,1.230721638,2.61311114,0.1447802554
1,47,1.041644378,2.141882066,0.128282212
1,48,0.8580733314,1.681073059,0.1506643108
1,49,0.8025950606,1.661456258,0.1441837285
1,50,0.7569080968,1.640799868,0.1591721877
1,51,0.7421059816,1.720979729,0.1318327754
1,52,0.6228390838,1.34155011,0.1430324265
1,53,0.5906614821,1.323911451,0.1342726726
1,54,0.4652794524,0.9282855195,0.1063472465
1,55,0.3379382142,0.5868228475,0.1231096692
1,56,0.3057832361,0.5745981451,0.1315826779
1,57,0.3002616999,0.647990331,0.1484858192
1,58,0.3197933384,0.8270719224,0.1418143924
1,59,0.2822711552,0.7290000026,0.1166573967
1,60,0.2150798083,0.4949270346,0.1320292147
1,61,0.1691819816,0.3623471757,0.1181320253
1,62,0.1099312861,0.192943448,0.1482177805
1,63,108.7350872,108.7350872,0.03368088219
1,64,11.55677177,11.62191735,0.1180783817
1,65,5.101466235,5.588196815,0.1054010028
1,66,3.834486795,4.962007569,0.09106874034
1,67,1.844059977,2.171190307,0.1678795914
1,68,2.117260895,3.558462486,0.1044245765
1,69,1.285590962,1.835708534,0.1232385392
1,70,1.051078715,1.632553765,0.1831841872
1,71,1.046601017,1.945046605,0.08654903483
1,72,0.7898221117,1.374129834,0.1977190283
1,73,0.6576916193,1.176230763,0.1061428616
1,74,0.4135607001,0.6413057333,0.1308257342
1,75,0.4668497276,0.9601986769,0.1210565661
1,76,0.1965587708,0.2701915803,0.1058410364
1,77,0.1472495576,0.2126651618,0.1637936704
1,78,0.161542478,0.3172453811,0.09391243962
1,79,0.0739339754,0.1102452886,0.146874341
1,80,21.32073665,21.32073665,0.0418802211
1,81,1.161234358,1.163039879,0.1110203121
1,82,1.139583826,1.594975934,0.2552564336
1,83,1.1823599,2.101353925,0.2395615201
1,84,1.670610313,4.534020445,0.07171245869
1,85,0.7133979367,1.107300059,0.1008297136
1,86,0.8265914943,1.719449807,0.110297077
1,87,0.6039159575,1.118316823,0.1104577074
1,88,0.7581553593,1.936161426,0.1279920984
1,89,0.528128561,1.087192853,0.0682135367
1,90,0.4212167386,0.8100074677,0.1454611878
1,91,0.3863922391,0.7891706785,0.0519417127
1,92,0.1936799371,0.2905882574,0.1153681827
1,93,0.2466163448,0.5486298072,0.09856251504
1,94,0.1430834112,0.2410731834,0.08629128995
1,95,0.1416023185,0.2759259683,0.09444006366
1,96,0.07431800861,0.1088092921,0.05587713749
1,97,47.66436236,47.66436236,0.01791071084
1,98,10.02331958,10.2426299,0.07751705793
1,99,16.2834509,31.54474419,0.02386242794
1,100,24.09279462,73.13968635,0.004342429977
1,101,19.3929791,51.22911981,0.003520601902
1,102,15.21229304,35.01503678,0.003533530849
1,103,12.04496686,25.04878866,0.003601697777
1,104,10.03695352,20.07929988,0.004389538622
1,105,10.5048933,24.3460865,0.006959332725
1,106,13.74892372,43.89086484,0.007544376419
1,107,18.21679583,79.15378474,0.007278668853
1,108,19.25683751,90.503372,0.004967878567
1,109,15.61654846,61.522303,0.003677816678
1,110,11.73802454,36.68094331,0.003660334361
1,111,10.09790093,28.96424076,0.004353916004
1,112,10.08541137,30.60208067,0.00470198265
1,113,10.69998561,36.06155427,0.004886962641
1,114,12.14370622,47.99425594,0.005063865597
1,115,14.63053673,71.16060825,0.004575443915
1,116,16.22339912,88.9648382,0.002757775638
1,117,14.07645007,68.41994442,0.002325166842
1,118,11.06902126,43.70953736,0.002270638022
1,119,8.388012333,26.4543306,0.002298395056
1,120,6.545737267,17.3902735,0.002463239686
1,121,5.634052698,14.06977146,0.002819368713
1,122,5.613174145,15.0595846,0.003315206892
1,123,6.447960229,20.8932281,0.003696101343
1,124,8.010015665,33.21575876,0.003631338431
1,125,9.739638762,50.05402959,0.003166822057
1,126,10.63417004,60.59771467,0.002691876328
1,127,10.12141292,55.80703633,0.00238490523
1,128,8.66195177,41.76858031,0.002265979659
1,129,7.115683303,29.0625181,0.002297449529
1,130,6.023624532,21.67772177,0.002461483026
1,131,5.554121495,19.25385539,0.002738030853
1,132,5.706742296,21.12185919,0.003043506958
1,133,6.409461444,27.41273862,0.003408580658
1,134,7.552015288,38.80315232,0.003568628445
1,135,8.767089812,53.02218306,0.00331871874
1,136,9.353568886,61.06758544,0.002945513859
1,137,8.766163946,54.34072206,0.002603076333
1,138,7.21539475,37.5053332,0.002390323297
1,139,5.486704155,22.36137719,0.002326443197
1,140,4.140499855,13.38667032,0.002399662597
1,141,3.317138422,9.213626262,0.002618476435
1,142,2.96822935,7.962657884,0.002977261399
1,143,3.017867877,8.779730556,0.003366326957
1,144,3.38901375,11.58767299,0.003573974323
1,145,3.941202136,16.16054154,0.00346997818
1,146,4.40692241,20.6747771,0.003137295347
1,147,4.479959465,21.81989309,0.002774420423
1,148,4.072658824,18.47367276,0.00252344086
1,149,3.415346896,13.41945198,0.002434010762
1,150,2.82406201,9.588746517,0.002515465022
1,151,2.479486661,7.790621499,0.002766126929
1,152,2.429859691,7.866884605,0.00312875327
1,153,2.665077264,9.835231263,0.003432961394
1,154,3.126499518,13.8943202,0.003486509943
1,155,3.650891417,19.29253434,0.00326087485
1,156,3.965240799,23.0933405,0.002584246019
1,157,3.828579192,21.85422117,0.0018653458
1,158,3.415298915,17.70618227,0.001738857346
1,159,2.864384607,12.76062494,0.001700346016
1,160,2.391398819,9.19150076,0.001750607663
1,161,2.104807355,7.410491959,0.001880293763
1,162,2.022307529,7.126727996,0.00205109835
1,163,2.112157323,8.057867923,0.002180163457
1,164,2.298890831,9.827750904,0.002183895596
1,165,2.452470834,11.46368497,0.002672487649
1,166,2.475568738,11.95436394,0.003255526032
1,167,2.251698263,10.15421868,0.003114082702
1,168,1.95379289,7.895881146,0.003082040593
1,169,1.678322887,6.060749343,0.003136799816
1,170,1.471710131,4.878437682,0.003229643873
1,171,1.342875758,4.266990226,0.003358631489
1,172,1.294999566,4.166179144,0.003546880519
1,173,1.329374733,4.585358548,0.003763418824
1,174,1.433904512,5.527794744,0.003905367595
1,175,1.572001574,6.832597532,0.003892855829
1,176,1.687205562,8.052334381,0.003766607435
1,177,1.73851042,8.721741397,0.003632769207
1,178,1.727872912,8.77769935,0.003535273853
1,179,1.675471281,8.407103941,0.003454438432
1,180,1.598395927,7.799296247,0.003405529029
1,181,1.524256462,7.238078231,0.003434213614
1,182,1.485108888,7.017131697,0.003535150463
1,183,1.49048515,7.215561889,0.00363456431
1,184,1.51685791,7.620485189,0.003649650384
1,185,1.520351334,7.799431483,0.003570848103
1,186,1.469324815,7.421659221,0.003462540484
1,187,1.366874298,6.550824899,0.003365469477
1,188,1.231338195,5.435079143,0.003264386873
1,189,1.077966168,4.277300049,0.003166333768
1,190,0.9285291777,3.281833905,0.003110821919
1,191,0.808017284,2.594245046,0.002773280011
1,192,0.71619156,2.148279462,0.002679425951
1,193,0.6451724073,1.854244193,0.002756749933
1,194,0.5985772253,1.704085047,0.002947850464
1,195,0.5862267723,1.735027118,0.003224486559
1,196,0.6155915231,2.003305193,0.003448622452
1,197,0.6813460831,2.534176009,0.003447087183
1,198,0.7520632359,3.160578354,0.003205027152
1,199,0.7772103433,3.445176128,0.002873474513
1,200,0.7307648564,3.115043481,0.002621676539
1,201,0.6411061595,2.46819155,0.002567145295
1,202,0.5508034563,1.895919295,0.00263414247
1,203,0.4950070709,1.607576975,0.002858352118
1,204,0.4799410763,1.586469841,0.003197582952
1,205,0.5034211115,1.815198601,0.003485218211
1,206,0.5564769316,2.279067703,0.00352592945
1,207,0.6147013762,2.833288485,0.003189059833
1,208,0.6325143315,3.04518906,0.002839619353
1,209,0.5882416404,2.674827424,0.002540752951
1,210,0.5004850573,1.976020009,0.002347970577
1,211,0.4121886287,1.382326066,0.002270610545
1,212,0.3510793027,1.050588134,0.002322887512
1,213,0.3228083817,0.9429891892,0.002543766277
1,214,0.3251319807,1.016148306,0.002919548974
1,215,0.3562842382,1.279857804,0.003274102318
1,216,0.4107934381,1.756926683,0.003366242904
1,217,0.4706283664,2.355152647,0.003220899836
1,218,0.507880688,2.785175464,0.00306360661
1,219,0.4976858054,2.711625688,0.002786082201
1,220,0.4486737381,2.237367186,0.002583014613
1,221,0.3858926208,1.687355857,0.002486994211
1,222,0.3356396493,1.310370436,0.002515510953
1,223,0.3102491343,1.157134299,0.0027008505
1,224,0.3116172898,1.208415385,0.003036500967
1,225,0.3385807677,1.468664612,0.003286714987
1,226,0.3814344118,1.903976992,0.002742584717
1,227,0.4012534148,2.142075938,0.002560729326
1,228,0.3891536146,2.044575665,0.002381361616
1,229,0.3486218136,1.665256632,0.002278582233
1,230,0.3004978665,1.257252185,0.002235811481
1,231,0.262282642,0.9759103984,0.002195248286
1,232,0.2387809452,0.8290297706,0.00212798825
1,233,0.225540822,0.7657526498,0.002051033804
1,234,0.215337766,0.7319282174,0.00197683855
1,235,0.2020746193,0.6855341463,0.00190999717
1,236,0.1830683295,0.6080757966,0.001883295165
1,237,0.1602971544,0.5121653974,0.001964877503
1,238,0.1392838278,0.4286736233,0.002246231606
1,239,0.127551896,0.3933937858,0.00276473501
1,240,0.1341138737,0.458368142,0.003166732846
1,241,0.164004231,0.699898006,0.002991446949
1,242,0.2104648173,1.162249359,0.002611159374
1,243,0.259045667,1.768955215,0.0022655681
1,244,0.290235124,2.2293527,0.001949746145
1,245,0.2880209874,2.20600837,0.001681494862
1,246,0.2562631378,1.75957539,0.001483352301
1,247,0.2142164758,1.24629744,0.001354367447
1,248,0.177160516,0.8732880116,0.001295685448
1,249,0.1504014693,0.6542130047,0.001326942138
1,250,0.1342543055,0.5486981323,0.00147753103
1,251,0.1287602851,0.5324164333,0.001748796945
1,252,0.1352346998,0.61278206,0.002025454061
1,253,0.1541576314,0.8178312072,0.002098283834
1,254,0.1803321082,1.136519829,0.00194610366
1,255,0.201698359,1.435717022,0.001717068084
1,256,0.2055525521,1.502491437,0.00150887302
1,257,0.1881380811,1.268402852,0.001348737502
1,258,0.1578522267,0.9018998625,0.001223188874
1,259,0.1270546712,0.593896221,0.001100489355
1,260,0.1032035216,0.4038778288,0.0009621234963
1,261,0.08749841038,0.3067576581,0.0008261667197
2,1,8.076284813,8.076284813,0.4490824257
2,2,2.761929697,2.916787482,0.4960610375
2,3,1.601192088,1.868555056,0.4144117958
2,4,0.9388553532,1.121849691,0.6319832852
2,5,1.440512653,1.440512653,0.5815042261
2,6,0.9524497204,1.155220688,0.3790409616
2,7,0.3300673003,0.3695583039,0.3025659125
2,8,6.74708557,6.74708557,0.4024100629
2,9,4.34345624,5.177588665,0.2879960436
2,10,1.786104655,2.001461035,0.5257930566
2,11,1.18233469,1.4819637,0.4567157457
2,12,0.5638680697,0.659640827,0.3418009236
2,13,0.236418588,0.2686212182,0.4755017704
2,14,8.918646808,8.918646808,0.194397189
2,15,5.24337747,6.081137402,0.2543581538
2,16,3.227854885,3.965309485,0.3206221223
2,17,1.304747603,1.453493525,0.3645765929
2,18,0.7613285202,0.9022479146,0.3873747189
2,19,0.4812111429,0.5894926433,1.206594595
2,20,0.7100613062,1.449534282,0.476613625
2,21,1.001066461,3.032067224,0.638772084
2,22,2.066965608,13.08405847,0.04892906471
2,23,2.179051805,14.70330707,0.0321698906
2,24,2.166796952,14.70372939,0.02503298943
2,25,2.115569058,14.18503625,0.02218408762
2,26,2.079645997,13.87819558,0.02269144603
2,27,2.08182162,14.07989347,0.02157720225
2,28,2.108154834,14.61226191,0.0211422524
2,29,2.166976288,15.6136681,0.02020246118
2,30,2.239012529,16.84376505,0.01945193966
2,31,2.316625373,18.20621351,0.01898486872
2,32,2.379983197,19.38947098,0.01884876334
2,33,2.411718642,20.0827904,0.01870901396
2,34,2.402041518,20.09344793,0.0183898804
2,35,2.354304775,19.4727142,0.01821144375
2,36,2.284367775,18.50121748,0.0181992676
2,37,2.209160937,17.46933379,0.0183038242
2,38,2.137620208,16.5203336,0.0184296555
2,39,2.067827594,15.62098664,0.01848822859
2,40,1.990668829,14.63631733,0.01845254596
2,41,1.897626508,13.45679947,0.01784703903
2,42,1.789044735,12.11464628,0.01778507655
2,43,1.674245667,10.76028592,0.01793925179
2,44,1.568088111,9.585750658,0.01831195858
2,45,1.486116675,8.752209292,0.01891770789
2,46,1.439362481,8.347829499,0.01969240373
2,47,1.432696878,8.403217754,0.02051196346
2,48,1.464708596,8.910230309,0.02122740846
2,49,1.528136046,9.820862589,0.02172220202
2,50,1.610869008,11.03054271,0.02193287095
2,51,1.697558647,12.36288909,0.02189649993
2,52,1.772493537,13.5877065,0.02169403367
2,53,1.821997579,14.46300595,0.02142414743
2,54,1.836553665,14.79748798,0.02120884722
2,55,1.812473514,14.51143326,0.02110026117
2,56,1.753941501,13.68586518,0.02108940317
2,57,1.673109532,12.54726122,0.0212392855
2,58,1.586080757,11.3669554,0.02154446701
2,59,1.508194581,10.36643605,0.02195190609
2,60,1.448761634,9.651490959,0.02235609491
2,61,1.408764008,9.209660663,0.02270028557
2,62,1.3830366,8.958151166,0.02282824823
2,63,1.364432506,8.798966578,0.0228311293
2,64,1.34952488,8.686675709,0.02282984178
2,65,1.340132274,8.644174752,0.02289618501
2,66,1.339694399,8.715910196,0.0235683709
